Title, Artist, Genre, Verse1, Verse2, Verse3, Verse4, Verse5, Verse6, Verse7, Verse8, Chorus1, Chorus2, Chorus3, Chorus4, Chorus5, Chorus6, Chorus7, Chorus8
Symphony No 7 - Allegretto,Beethoven,Classical,A,E,E,A,A,C,E,C,,,,,,,,
Wedding March,Felix Mendelssohn,Classical,,,,,,,,,C,C,C,C,G,G,G,C
Jesus bleibet meine Freude,Johann Sebastian Bach,Classical,,,,,,,,,G,G,C,D,A,B,C,D
Sleep,Godspeed You Black Emperor,Classical,,,,,,,,,D-,F,C,B-,,,,
To Kill A Mockingbird Theme,Elmer Bernstein,Classical,,,,,,,,,,,,,,,,
Sandstorm,Jonah Wei-Haas,Classical,,,,,,,,,E,A,G,D,E,E,E,A
Prelude no 1 in C major,Johann Sebastian Bach,Classical,,,,,,,,,,,,,,,,
Melting Waltz,Abel Korzeniowski,Classical,,,,,,,,,C,G,E-,F,A-,C,D,G
Vltava 'Die Moldau' from Ma vlast,Bedrich Smetana,Classical,,,,,,,,,E,E,C,G,F#,E,B,E
La Chevaleresque,Johann Burgmuller,Classical,,,,,,,,,,,,,,,,
Sonata in E Minor - First Movement,Leopold Godowsky,Classical,E,E,C,B,B,C,B,C,,,,,,,,
Jack Sparrow,Hans Zimmer,Classical,D,D,D,D,D,D,D,D,,,,,,,,
Etude in C Major Op 10 No 1,Frederic Chopin,Classical,,,,,,,,,,,,,,,,
Nocturne Op 55 No 1,Frederic Chopin,Classical,,,,,,,,,,,,,,,,
Piano Sonata No 14 ''Moonlight'' 3rd Movement,Ludwig Van Beethoven,Classical,F#,C#,F#,C#,F#,C#,F#,D,G#,D#,G#,D#,G#,C#,G#,D#
Elements,Lindsey Stirling,Classical,D,F,G,D,F,G,D,F,D,F,D,F,D,F,D,F
Clair de Lune,Claude Debussy,Classical,,,,,,,,,,,,,,,,
One Call Away,Charlie Puth,Classical,,,,,,,,,D-,A-,B-,G-,D-,A-,D-,A-
IBM 1401 Processing Unit,Johann Johannson,Classical,,,,,,,,,,,,,,,,
Mirror Haus,Lindsey Stirling,Classical,E,B,D,A,G,A,B,E,C,E,D,B,E,C,A,G
Dead Air,Chvrches,Classical,,,,,,,,,E,E,F#,F#,B,B,B,B
Bestest Detectives in the World,Kan 'Reives' Gao,Classical,,,,,,,,,,,,,,,,
Symphony 7 Allegretto 2nd Movement,Beethoven,Classical,,,,,,,,,,,,,,,,
Nocturne 1 in Bb minor,Frederic Chopin,Classical,B-,B-,B-,D-,D-,D-,G-,G-,B-,B-,B-,F,F,F,E-,E-
Fireworks,Animal Collective,Classical,,,,,,,,,,,,,,,,
Give This Song A Title,Jacksfilms,Classical,,,,,,,,,E,C#,A,B,E,C#,A,B
Ghost Waltz,Abel Korzeniowski,Classical,B,F#,E,F#,G,D,F#,A,,,,,,,,
Master Of Tides,Lindsey Stirling,Classical,E,E,E,E,E,E,E,E,A,A,A,A,D,D,D,D
Humoresque Op 101 No 7,Antonin Dvorak,Classical,,,,,,,,,,,,,,,,
BWV 4 - Sinfonia - Christ lag in Todesbanden,Johann Sebastian Bach,Classical,,,,,,,,,,,,,,,,
Badinerie,Johann Sebastian Bach,Classical,,,,,,,,,,,,,,,,
Prelude in E Minor Op 28 No 4,Frederic Chopin,Classical,E,B,B,F#,B,D,E,E,,,,,,,,
The Magnificent Seven Theme,Elmer Bernstein,Classical,E-,A-,E-,D,F,B-,E-,C,E-,F,G,E-,D,B-,E-,C
Solveig's Song,Edvard Grieg,Classical,A,D,A,A,E,A,A,A,E,E,A,E,B,E,A,E
Fuer Elise,Ludwig van Beethoven,Classical,A,E,A,A,E,A,,,C,G,A,E,,,,
Morning Mood,Edvard Grieg,Classical,,,,,,,,,,,,,,,,
Jerusalem,Hubert Parry,Classical,B,G,D,G,D,B,G,D,,,,,,,,
BWV 1080 Art of the Fugue - Contrapunctus I,Johann Sebastian Bach,Classical,,,,,,,,,,,,,,,,
Schindler's List Theme,John Williams,Classical,,,,,,,,,D,G,C,F,D,G,C,F
The White Witch Gueld,Falcom Sound Team JDK,Classical,A,E,E,D,B,A,D,E,,,,,,,,
Beruehmtheit,Ben Gelber,Classical,F,C,F,G,E,G,B-,B-,,,,,,,,
Livin La Vida Loca,Ricky Martin,Latin,C#,C#,C#,C#,C#,C#,C#,C#,C#,C#,B,C#,C#,C#,B,C#
Later Tonight,Brian Culbertson,Latin,,,,,,,,,D,G,A,F#,G,B,A,A
The Girl from Ipanema,Stan Getz - Joao Gilberto,Latin,A-,G,G,G,A-,B-,,,,,,,,,,
Atrevido,Orishas,Latin,E,A,B,A,E,A,B,A,,,,,,,,
Limbo,Daddy Yankee,Latin,,,,,,,,,E,C,G,D,E,C,G,D
Sofia,Alvaro Soler,Latin,,,,,,,,,G,D,A,E,G,D,A,E
Tea For Two,Vincent Youmans,Latin,,,,,,,,,,,,,,,,
Loca ft Dizzee Rascal,Shakira,Latin,,,,,,,,,A,D,D,A,A,D,D,
Soy Provinciano,Chacalon,Latin,G,G,G,G,E,E,E,E,,,,,,,,
Malaguena,Blast,Latin,,,,,,,,,F,G,G,F,F,G,G,F
This Is Not a Love Song,Nouvelle Vague,Latin,,,,,,,,,,,,,,,,
Negro y Azul - The Ballad of Heisenberg,Los Cuates de Sinaloa,Latin,E-,E-,C,E-,E-,C,B-,B-,,,,,,,,
Asereje,Las Ketchup,Latin,,,,,,,,,B,D#,D#,D#,D#,D#,C#,C#
La Diabla,Romeo Santos,Latin,A,G,D,F,C,G,A,G,,,,,,,,
Nothing Owed,Bonobo,Latin,,,,,,,,,,,,,,,,
Encantadora,Yandel,Latin,A-,A-,A-,A-,A-,C,C,B-,,,,,,,,
Coast 4,Tony Thai,Latin,E,E,E,E,F#,F#,D#,C#,,,,,,,,
No One Knows My Plan,They Might Be Giants,Latin,,,,,,,,,F,G,F,B-,C,D,C,C
Need You Now,Lady Antebellum,Latin,,,,,,,,,A,E,E,G#,G#,E,E,G#
Gerudo Valley Theme,Nintendo,Latin,,,,,,,,,F#,D,E,C#,F#,D,E,C#
My All,Mariah Carey,Latin,,,,,,,,,C,D,G,D,E-,C,F,B-
Bop To The Top,High School Musical,Latin,,,,,,,,,E-,F,D,G,E-,F,D,D
Ahora Quien,Marc Anthony,Latin,,,,,,,,,,,,,,,,
Viva Forever,Spice Girls,Latin,,,,,,,,,F#,D#,A#,B,F#,D#,A#,B
I Need to Know,Marc Anthony,Latin,,,,,,,,,,,,,,,,
Trouble is a Friend,Lenka,Latin,C,G,B-,C,G,B-,C,G,E-,B-,C,G,A-,E-,B-,B-
La La La,Shakira,Latin,,,,,,,,,C#,C#,C#,G#,G#,G#,B#,B#
Lambada,Kaoma,Latin,D,B-,C,F,D,B-,C,F,,,,,,,,
Can't Remember To Forget You ft Rihanna,Shakira,Latin,,,,,,,,,B,E,A,G,F#,B,E,A
Bailando Espanol,Enrique ft Descemer Bueno Gente De Zona,Latin,,,,,,,,,E,C,G,D,E,C,G,D
Blowin' In The Wind,Peter Paul and Mary,Latin,F,B-,F,F,B-,C,F,B-,,,,,,,,
Las De La Intuicion,Shakira,Latin,,,,,,,,,F,C,G,B-,D,C,B-,F
Samba no 2,Nathan Ford,Latin,G,B-,F,B-,E-,B-,D,B-,,,,,,,,
Weep Day,They Might Be Giants,Latin,A,D,A,D,A,D,A,D,,,,,,,,
Agent Yoru wo Yuku Remix B,The Idolmaster,Latin,,,,,,,,,E-,E-,E-,E-,E-,E-,F,F
Despacito ft Daddy Yankee,Luis Fonsi,Latin,,,,,,,,,B,B,B,B,B,B,B,B
I've Got You Under My Skin,Frank Sinatra,Latin,A-,A-,A-,A-,A-,A-,A-,A-,,,,,,,,
La Tortura ft Alejandro Sanz,Shakira,Latin,A,A,F,E,A,A,F,E,A,G,C,D,A,G,C,E
Memories,David Guetta,Latin,B-,A,E-,B-,A,E-,B-,A,,,,,,,,
Soledad Y El Mar,Natalia Lafourcade,Latin,E,C#,F#,B,E,C#,F#,B,,,,,,,,
The One That Got Away,Katy Perry,Latin,E,E,G#,G#,C#,C#,A,A,E,G#,C#,A,E,G#,C#,A
Dimelo,Enrique Iglesias,Latin,,,,,,,,,A-,E-,F,D-,E-,A-,E-,F
Macarena,Los del Rio,Latin,,,,,,,,,A-,A-,G-,A-,A-,G-,A-,A-
Donde Estan Corazon,Enrique Iglesias,Latin,,,,,,,,,,,,,,,,
She Wolf,Shakira,Latin,,,,,,,,,B,B,G,D,D,B,B,B
Whenever Wherever,Shakira,Latin,C#,G#,A,E,B,C#,G#,A,C#,A,E,B,C#,A,F#,B
Spice Up Your Life,Spice Girls,Latin,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C
Too Late To Apologize,One Republic,Latin,C,F,E-,B-,C,F,E-,B-,C,F,E-,B-,C,F,E-,B-
Best Night,Justice Crew,Latin,,,,,,,,,A-,E-,C,B-,A-,E-,C,B-
Nekozilla,Different Heaven,Children's,,,,,,,,,F#,D,A,E,F#,D,A,E
Lifid Er Svo Lett,Glanni Glaepur i Latabae,Children's,B,A,B,A,A,G,D,,G,D,E,D,G,D,C,D
Good Stuff,LazyTown,Children's,D-,B-,E-,A-,D-,B-,A-,A-,D-,E-,D-,E-,D-,E-,F,G-
Oh Bubblegum,Adventure Time,Children's,G,E,C,D,G,E,C,D,G,D,B,D,G,D,B,D
Kimigayo,Hiromori Hayashi,Children's,C#,C#,F#,C#,F#,A,G,D,,,,,,,,
Stole The Show,Kygo,Children's,,,,,,,,,,,,,,,,
Vacances,Mitchiri MitchiriNeko,Children's,,,,,,,,,F,A,C,B-,B-,A,C,G
Bingo,Traditional,Children's,,,,,,,,,C,F,C,F,G,C,C,F
Hello My Baby,Michigan J Frog,Children's,,,,,,,,,F,F,C,G,G,F,C,C
SpongeBob SquarePants Theme,Spongebob Squarepants,Children's,,,,,,,,,G,C,G,C,G,C,G,G
Flea Waltz,Unknown,Children's,F#,B,C#,E#,F#,F#,C#,C#,,,,,,,,
God is Everywhere,Colin Buchanan,Children's,E,E,A,E,D,C,C,C,,,,,,,,
Frosty The Snowman,Walter 'Jack' Rollins and Steve Nelson,Children's,,,,,,,,,C,F,C,F,C,G,C,C
Oogie Boogie's Song - Nightmare Before Christmas,Danny Elfman,Children's,A-,A-,A-,A-,G,A-,G,F,D#,G#,A#,D#,B,A#,G#,E#
Romance,GoAnimate,Children's,E,C#,C#,B,A,C#,B,A,,,,,,,,
Delfino Plaza,Koji Kondo,Children's,A,G#,B,E,A,G#,B,E,D,A,D,A,A,F#,F#,D
Lolly Lolly Lolly Get Your Adverbs Here,Schoolhouse Rock,Children's,,,,,,,,,C,G,B,F,A,E,G,F
Jingle Bells,James Lord Pierpont,Children's,A,D,B,E,A,D,A,E,A,D,A,E,E,A,D,A
Part Of Your World - The Little Mermaid,Disney,Children's,,,,,,,,,,,,,,,,
Bing Bang,LazyTown,Children's,B,D#,E,F#,B,D#,E,F#,D-,F,G-,A-,D-,F,G-,A-
Jack's Lament,Danny Elfman,Children's,B-,F,D-,G-,G-,F,E-,F,D,G,B,E,D,E,D,E
Sally's Song - The Nightmare Before Christmas,Catherine O'Hara - Danny Elfman,Children's,E,E,F#,F#,B,E,E,B,F#,F#,E,B,A,C,F#,E
His Cheeseburger,Veggie Tales,Children's,B,F#,E,E,B,F#,E,E,F#,B,F#,B,F#,C#,F#,B
Shot Heard 'Round the World,Schoolhouse Rock,Children's,A,D,G#,C#,A,F#,C#,D,C,B,E,F,E,D,G,A
Sometimes Y,Sloppy Pop,Children's,A,B,E,C#,A,F#,B,B,B,F#,C#,E,A,B,E,A
Bop To The Top,High School Musical,Children's,,,,,,,,,E-,F,D,G,E-,F,D,D
We Are Number One,Lazy Town,Children's,F,F,D-,C,F,F,D-,C,F,F,D-,C,F,F,D-,C
God Save the Queen,Henry Carey,Children's,B-,G,C,F,F,F,B-,G,,,,,,,,
This Is Halloween - The Nightmare Before Christmas,Danny Elfman,Children's,C,D,D,C,C,B-,B-,C,G#,E,G#,E,G#,D#,G#,E
Let's Go Fly A Kite,Richard and Robert Sherman,Children's,,,,,,,,,E-,B-,F,B-,C,B-,F,E-
Once Upon A December,Anastasia,Children's,B,F#,F#,E,E,B,E,F#,E,E,B,B,F#,F#,B,B
Can You Feel The Love Tonight,Disney,Children's,,,,,,,,,F,C,D,B-,F,B-,C,B-
If I Were A Boy,Beyonce,Children's,,,,,,,,,D#,D#,B,F#,F#,C#,A#,D#
MitchiriNeko March,Mitchiri MitchiriNeko,Children's,,,,,,,,,,,,,,,,
10 9 8 God is Great,Colin Buchanan,Children's,,,,,,,,,,,,,,,,
679,Fetty Wap,Children's,,,,,,,,,G,F#,B,D,G,F#,B,G
You Are A Pirate,Lazy Town,Children's,F#,C#,F#,B,C#,F#,F#,C#,B-,F,B-,E-,F,B-,F,E-
Terrydactyl Land,Grant Kirkhope,Children's,C,G,C,G,C,G,C,G,,,,,,,,
Ants Go Marching,Traditional,Children's,D,D,D,D,F,F,F,F,,,,,,,,
Beauty and the Beast,Disney,Children's,D-,A-,A-,D-,A-,A-,D-,D-,,,,,,,,
Waltzing Matilda,Royal Australian Navy Band,Children's,,,,,,,,,,,,,,,,
Prince Ali - Aladdin,Disney,Children's,,,,,,,,,F,B-,G-,F,B-,F,B-,B-
Be Our Guest - Beauty and the Beast,Disney,Children's,G,G,E,G,G,F#,A,D,,,,,,,,
Hokey Cokey,Black Lace,Children's,D,A,D,,,,,,D,D,A,D,G,A,D,D
Gizmo Guy,LazyTown,Children's,G,D,C,D,G,D,E,D,A,E,D,E,A,E,B,E
Campfire Song Song,Spongebob Squarepants,Children's,,,,,,,,,B-,C,B-,B-,E-,B-,B-,C
Catdog,Nickelodeon,Children's,G,F,C,G,G,F,C,G,,,,,,,,
The Mine Song,LazyTown,Children's,B-,F,C,F,B-,F,F,B-,,,,,,,,
Scooby Doo Where Are You Theme Song,Larry Markes,Children's,A,B,E,A,A,B,E,A,,,,,,,,
This Day Aria,My Little Pony,Children's,,,,,,,,,,,,,,,,
Mah Na Mah Na,The Muppets,Children's,,,,,,,,,E,A,D,B,E,A,D,B
Puff The Magic Dragon,Peter Paul and Mary,Children's,A,C#,D,A,D,A,F#,E,,,,,,,,
The Nights,Avicii,Children's,D#,D#,C#,D#,D#,D#,C#,D#,B,F#,C#,D#,C#,B,F#,C#
Cruella De Vil - 101 Dalmatians,Disney,Children's,,,,,,,,,A-,E-,D-,D-,A-,E-,D-,D-
Fichtl's Lied,Die Woodys,Children's,,,,,,,,,,,,,,,,
Sparks,Steerner ft Corey Saxon,Children's,G,A,D,B,G,A,D,A,G,A,D,B,G,A,D,A
Cooking By The Book,LazyTown,Children's,F,C,B-,G,C,F,C,B-,F,C,B-,A,G,F,C,B-
Happy Birthday,Traditional,Children's,,,,,,,,,F,C,C,F,F,B-,F,C
Charlie And The Chocolate Factory Main Titles,Danny Elfman,Children's,A,G,A,A,A,G,A,A,,,,,,,,
Friend Like Me - Aladdin,Disney,Children's,D,A,A,D,A,A,D,A,D,B-,A,D,B-,A,D,B-
Death By Glamour,Toby Fox,Children's,C,B,A,B,E,D,G,E,C#,B#,B#,C#,D#,G#,B#,C#
Bamse,Bamse,Children's,G,A,G,C,G,D,D,D,,,,,,,,
Megalovania,Toby Fox,Children's,D,D,B-,B-,C,D,D,B-,,,,,,,,
Giggle at the Ghosty,My Little Pony,Children's,,,,,,,,,A,G,D,B,A,G,D,B
Master of Disguise,LazyTown,Children's,,,,,,,,,D,F,G,D,F,G,,
Katyusha,Matvei Blanter,Children's,,,,,,,,,,,,,,,,
Smile Smile Smile,My Little Pony,Children's,E-,F,E-,B-,E-,F,E-,F,A-,B-,C,E-,A-,B-,A-,B-
Twinkle Twinkle Little Star,Jane Taylor,Children's,,,,,,,,,,,,,,,,
Self Control,Laura Branigan,Children's,,,,,,,,,F#,C#,F#,E,E,B,D,A
I Am A Prince,LazyTown,Children's,,,,,,,,,A,G,C,D,A,G,F,G
A Past And Future Secret,Blind Guardian,Rock,F#,E,A,E,F#,E,F#,F#,,,,,,,,
You Learn,Alanis Morissette,Rock,,,,,,,,,G,E,D,C,G,E,D,C
Poison,Alice Cooper,Rock,D,B-,F,C,G,G,B-,A,,,,,,,,
Bombs Over Brooklyn,Big Data,Rock,,,,,,,,,E-,D-,B-,E-,F,D-,B-,E-
Big Shot,Billy Joel,Rock,E,E,G,G,E,E,G,G,,,,,,,,
Tanner Boyle vs the 7th Grade,AM Taxi,Rock,,,,,,,,,F,B-,D,C,F,B-,D,C
Iron Man,Black Sabbath,Rock,,,,,,,,,,,,,,,,
Gila Dengan Kertas-Kertas,ArmanArX,Rock,,,,,,,,,C,C,G,G,A,A,G,G
Pain,Ayreon,Rock,,,,,,,,,B,B,B,B,B,B,F#,E
Archie Marry Me,Alvvays,Rock,G,D,A,C,G,D,A,C,G,D,D,D,A,C,G,D
Shooting Stars,Bag Raiders,Rock,,,,,,,,,G#,D#,E,E,F#,G#,D#,E
Call Me,Blondie,Rock,,,,,,,,,D,D,D,D,F,F,F,F
Diary,Bread,Rock,G,G,A,G,G,G,A,G,D,D,E,D,C,A,D,D
Built This Pool,Blink-182,Rock,,,,,,,,,B,B,B,F#,G#,F#,E,B
Helicopter,Bloc Party,Rock,,,,,,,,,,,,,,,,
All for Leyna,Billy Joel,Rock,F,E,A,D,G,G,G,G,A,F,C,G,G,G,A,F
Don't Get Deleted,Awreeoh,Rock,,,,,,,,,,,,,,,,
One Way Or Another,Blondie,Rock,,,,,,,,,G,B,A,B,A,D,G,B
Cruel Summer,Bananarama,Rock,,,,,,,,,A,B,C#,A,B,A,C#,A
The Eldar,Blind Guardian,Rock,D,F,A,F,A,D,A,F,,,,,,,,
Do I Wanna Know,Arctic Monkeys,Rock,G,E-,C,C,D,G,G,E-,G,G,E-,C,C,D,G,G
It's My Life,Bon Jovi,Rock,,,,,,,,,C,F,C,A-,A-,E-,E-,E-
Tragedy,Bee Gees,Rock,E-,E-,F,G,F,A-,A-,,B,F#,B,F#,A,A,B,G
You Oughta Know,Alanis Morissette,Rock,,,,,,,,,B,F#,E,A,B,F#,E,A
The Great Escape,Boys Like Girls,Rock,A,E,C#,A,E,B,A,,,,,,,,,
Boston,Augustana,Rock,C,E,A,F,C,F,G,C,,,,,,,,
Thank You For The Music,ABBA,Rock,E,D#,F#,B,E,B,B,A,B,E,F#,B,E,C#,C#,B
Crazy,Aerosmith,Rock,,,,,,,,,A,F#,D,D,A,F#,D,E
Ready to Die,Andrew WK,Rock,A,A,G,G,A,A,D,D,D,A,D,A,G,G,A,D
Brighter Than Sunshine,Aqualung,Rock,D#,A#,A#,E,B,B,D#,A#,B,E,G#,G#,F#,F#,E,B
Sk8er Boi,Avril Lavigne,Rock,D,A,B,B,D,A,B,C#,F,C,B-,A,F,C,B-,A
Sakuranbo,Ai Ootsuka,Rock,,,,,,,,,D,G,D,E,B,C,D,B
Jimmy Neutron Theme,Bowling For Soup,Rock,A,A,A,A,C#,D,A,A,C#,D,A,A,C#,D,B,C#
Moving Around E,Alex Argento,Rock,,,,,,,,,B-,C,D-,B-,D-,C,G-,E-
I Miss You,Blink 182,Rock,B,F#,G#,F#,B,F#,G#,F#,B,F#,B,F#,E,B,F#,B
Sukirman,ArmanArX,Rock,,,,,,,,,D,A,C#,G,D,A,C#,G
Thank You,Alanis Morissette,Rock,,,,,,,,,G,C,C,G,G,C,C,G
Miss Murder,AFI,Rock,,,,,,,,,G#,G#,C#,C#,B,B,F#,F#
Mardy Bum,Arctic Monkeys,Rock,D,A,G,F#,E,A,D,D,G,A,D,D,A,B,B,B
Banquet,Bloc Party,Rock,B-,B-,B-,G-,E-,E-,E-,E-,,,,,,,,
Fire Pils Og En Pizza,Aage Aleksandersen,Rock,C,B-,B-,C,C,B-,E-,B-,C,B-,B-,C,E-,D,C,B-
Nightfall,Blind Guardian,Rock,D#,B,D#,A#,B,A#,B,A#,A#,F#,C#,D#,A#,A#,F#,C#
I Don't Want To Miss A Thing,Aerosmith,Rock,D,A,B,G,D,E,F#,G,D,A,E,G,A,D,A,E
Sink,Brand New,Rock,E,E,E,E,E,C,C,C,,,,,,,,
Whataya Want from Me,Adam Lambert,Rock,B,A,D,G,D,G,B,A,G,A,B,D,G,A,B,D
Head Over Feet,Alanis Morissette,Rock,,,,,,,,,D,B,G,A,D,B,B,A
Party Fears Two,Associates,Rock,G,E,G,C,D,A,D,B,,,,,,,,
The Quiet Things That No One Ever Knows,Brand New,Rock,F#,B,D#,B,F#,B,D#,B,F#,D#,B,C#,F#,D#,B,C#
Help Me,Alkaline Trio,Rock,,,,,,,,,,,,,,,,
The Universal,Blur,Rock,,,,,,,,,,,,,,,,
We Didn't Start The Fire,Billy Joel,Rock,,,,,,,,,G,E,C,G,E,C,,
Knockin' On Heaven's Door,Bob Dylan,Rock,G,D,A,G,D,A,G,D,,,,,,,,
Hook,Blues Traveler,Rock,A,E,F#,C#,D,A,D,E,A,E,F#,C#,D,A,D,E
Slepa Milosc,Anna Rusowicz,Rock,,,,,,,,,D,A-,E-,F,D,A-,B-,D
I Rave You,Basto,Rock,G#,B#,D#,D#,G#,B#,D#,D#,,,,,,,,
The Lord Of The Rings,Blind Guardian,Rock,G#,F#,B,D#,G#,B,F#,D#,D#,C#,A#,B,D#,C#,A#,B
Supersonic,Bad Religion,Rock,E,G,E,C,B,E,G,E,C,D,G,D,C,D,G,B
Coffee and TV,Blur,Rock,B,A#,E,G#,F#,F#,F#,B,C#,B,A,C#,E,A,B,C#
Hooked On A Feeling,Blue Swede,Rock,A-,E-,A-,A-,D-,D-,A-,E-,E-,E-,A-,E-,D-,E-,A-,A-
Downfall Of Us All,A Day To Remember,Rock,,,,,,,,,,,,,,,,
Living On A Prayer,Bon Jovi,Rock,E,E,E,E,C,D,E,E,E,C,D,D,G,G,D,D
U-Turn -Lili-,AaRON,Rock,,,,,,,,,A,A,A,A,E,E,E,E
All The Small Things,Blink 182,Rock,,,,,,,,,,,,,,,,
Amber,311,Rock,,,,,,,,,C,A,E,E,C,A,E,E
Heart Of Glass,Blondie,Rock,E,E,C#,E,E,E,C#,E,A,F#,E,E,A,F#,E,E
Gives You Hell,All American Rejects,Rock,,,,,,,,,E,C#,A,E,C#,A,E,C#
Back In Black,AC DC,Rock,E,D,D,D,A,A,A,E,,,,,,,,
Every Heartbeat,Amy Grant,Rock,,,,,,,,,F#,E,C#,D,A,E,F#,F#
Jesus Christ,Brand New,Rock,,,,,,,,,,,,,,,,
Woman In Love,Barbra Streisand,Rock,D#,G#,D#,G#,B,C#,F#,C#,D#,A#,D#,A#,D#,A#,D#,A#
Right Here,Ashes Remain,Rock,C#,E,A,B,C#,E,A,B,,,,,,,,
No Rain,Blind Melon,Rock,E,E,D,D,A,A,A,A,,,,,,,,
Paranoid,Black Sabbath,Rock,,,,,,,,,,,,,,,,
Highway to Hell,AC DC,Rock,A,A,A,D,D,D,D,D,E,A,D,D,D,D,A,D
Ironic,Alanis Morissette,Rock,,,,,,,,,F#,G#,F#,B,F#,G#,F#,B
Girl's Not Grey,AFI,Rock,,,,,,,,,E,B,F#,G#,E,B,F#,G#
Gimme All Your Love,Alabama Shakes,Rock,D,A,D,F#,D,A,D,F#,D,A,D,E,F#,E,D,A
God Is Dead,Black Sabbath,Rock,,,,,,,,,,,,,,,,
Plans,Birds of Tokyo,Rock,D,E-,B-,D,E-,B-,D,E-,G,E-,B-,G,E-,B-,G,E-
Here's Your Letter,Blink-182,Rock,,,,,,,,,A,C#,E,F#,D,A,C#,E
Harvest of Sorrow,Blind Guardian,Rock,D#,A#,D#,D#,D#,A#,D#,D#,F#,C#,B,B,D#,A#,B,B
Hand In My Pocket,Alanis Morissette,Rock,,,,,,,,,G,D,C,G,G,G,D,D
Holding Out For A Hero,Bonnie Tyler,Rock,,,,,,,,,A,E,F,C,G,A,E,F
Army of Me,Bjork,Rock,,,,,,,,,D,D,C,D,D,C,D,D
Movin Out,Billy Joel,Rock,D,G,C,E,F,F,F,D,F,B-,C,G,A,D,D,B-
Future Retro,Animusic,Rock,E-,G,A-,E-,G,A-,E-,E-,B-,E-,G-,B-,C,D-,B-,E-
High School Never Ends,Bowling For Soup,Rock,,,,,,,,,A,A,D,A,D,A,E,A
The Bard's Song,Blind Guardian,Rock,,,,,,,,,F#,G#,C#,G#,C#,G#,C#,E
Does Your Mother Know,ABBA,Rock,G,G,E,G,C,G,A,G,G,G,C,C,G,C,G,C
My Happy Ending,Avril Lavigne,Rock,B,G,D,D,A,A,B,G,G,D,A,B,A,A,G,D
The Awareness,Ayreon,Rock,C,G,C,G,C,G,C,G,F,C,B-,F,A-,G,,
Stay Home,American Football,Rock,F,D,C,F,D,C,,,,,,,,,,
Shotgun Senorita,Blue Stahli,Rock,,,,,,,,,,,,,,,,
Eye In The Sky,Alan Parsons Project,Rock,,,,,,,,,D,D,F#,F#,D,D,F#,F#
So Long,ABBA,Rock,,,,,,,,,G,C,G,C,G,D,G,C
You Should've Gone To School,BC Camplight,Rock,G,B,E,F#,C,F#,C,F#,G,C,C,C,E,A,A,E
What's My Age Again,Blink 182,Rock,B,F#,C#,D#,B,F#,C#,D#,F#,C#,C#,D#,D#,B,B,F#
Superstar,Christine Milton,R & B,,,,,,,,,E-,F,E-,E-,E-,E-,D-,D-
Jumpin Jumpin,Destiny's Child,R & B,,,,,,,,,C#,C#,G#,G#,C#,C#,G#,G#
Airplanes,B o B ft Hayley Williams,R & B,,,,,,,,,F#,D,A,F#,D,A,F#,D
The Boy Is Mine,Brandy and Monica,R & B,,,,,,,,,F#,C#,F#,C#,,,,
Heart Attack,Demi Lovato,R & B,D-,A-,E-,F,D-,A-,E-,F,,,,,,,,
Love The Way You Lie,Eminem ft Rihanna,R & B,G,E-,B-,B-,G,E-,B-,B-,G,E-,B-,F,G,E-,B-,F
The Man,Aloe Blacc,R & B,,,,,,,,,G,G,G,D,D,E,E,E
Bug A Boo,Destiny's Child,R & B,,,,,,,,,C#,C#,C#,C#,C#,C#,G#,C#
Fallin',Alicia Keys,R & B,,,,,,,,,B,E,B,E,B,E,B,E
The Voice Within,Christina Aguilera,R & B,,,,,,,,,A,D,G,A,E,D,D,A
Hold On We're Going Home,Drake,R & B,B,A,A,D,D,F#,E,B,E,B,B,A,A,D,D,F#
Single Ladies,Beyonce,R & B,E,E,E,E,,,,,E,E,E,E,B,C#,B,A
Whiskey Lullaby,Brad Paisley and Alison Krauss,R & B,,,,,,,,,D,A,B,G,D,A,B,G
Send My Love,Adele,R & B,,,,,,,,,D,D,D,B,B,A,D,D
Just The Way You Are,Bruno Mars,R & B,F,F,D,D,B-,B-,F,F,F,F,D,D,B-,B-,F,F
Body Party,Ciara,R & B,D,E,F#,E,A,D,E,F#,,,,,,,,
I Didn't Mean To Turn You On,Cherrelle,R & B,,,,,,,,,C#,C#,C#,C#,C#,C#,C#,C#
Only 1,Ariana Grande,R & B,,,,,,,,,F,F,A,E,F,F,D,E
Telegraph Ave Oakland by Lloyd,Childish Gambino,R & B,,,,,,,,,F,C,A,B-,,,,
I Just Died In Your Arms,Cutting Crew,R & B,B,G,A,F#,B,G,A,F#,,,,,,,,
Countdown,Beyonce,R & B,,,,,,,,,D,D,D,D,G,G,G,G
You Know Im No Good,Amy Winehouse,R & B,D,G,C,D,D,G,C,D,,,,,,,,
Suga Suga ft Frankie J,Baby Bash,R & B,,,,,,,,,G#,D#,B,C#,C#,G#,D#,B
I Remember,AlunaGeorge,R & B,,,,,,,,,D-,D-,D-,D-,D-,A-,A-,F
Independent Women Part 1,Destiny's Child,R & B,,,,,,,,,F#,F#,F#,F#,F#,F#,B,B
Slide ft Frank Ocean and Migos,Calvin Harris,R & B,,,,,,,,,,,,,,,,
